text,label,FOOD_usefulness,FOOD_score,LOCATION_usefulness,LOCATION_score,ATOMSPHERE_usefulness,ATOMSPHERE_score,SERVICE_usefulness,SERVICE_score,PRICE_usefulness,PRICE_score,MENU_usefulness,MENU_score,SPEED_usefulness,SPEED_score
"I fear these types of restaurants.  Hibachi *can* be done well but every one that I've been to (this one included)  muddles it down to ""if we set things on fire, perhaps they won't notice that the food is bleh drowning in some form of sauce."".

Well, I noticed.",0,1.0,1.03125,9.8587805e-14,4.5625,0.0034942627,1.0390625,5.7127636e-12,2.234375,1.6964208e-13,4.59375,0.11035156,1.1015625,1.3415047e-11,1.7421875
"I absolutely LOVE pizza - it's my favorite food. I'm from New York, so my standards are high. I've been looking for good pizza on the Main Line ever since moving here 20 years ago, and I finally found it. 

Felicia's rates in my 'top 5' pizza places. Johns on Bleeker Street in New York is tops, followed closely by Marra's in South Philadelphia. Felicia's is right behind those two. It's REAL pizza, with stringly, genuine mozarella cheese, chunks of real tomato in the sauce, the crust is crispy on the bottom but still chewey. The balance of cheese vs. sauce is just right. The mushrooms are fresh, not canned, and the pieces of roasted pepper are big. If the crust had just a touch more salt, and if there were a few more pieces of roasted pepper, it would be an absolutely top contender, but that doesn't take away from it being the very best in the suburbs. Overall, it's an excellent pizza, by far the best on the Main Line, right up there with the best you'll find in South Philly - it's absolutely delicious, very satisfying in every way. 

As others have said, the place is very unpretentious. There are a couple of tables inside that perhaps 4 people could fit at, but the most fun is on the roof - literally. The view is only of Ardmore rooftops, but it's fun, and different from most other places. Tony is very friendly, as was the girl working as cashier/helper. 

I will definitely be stopping by Felicia's at least once a week for take out, and will bring a couple of cold beers the next time we eat in there.",2,0.8125,4.96875,0.00032424927,2.78125,0.02709961,3.3125,0.0053100586,2.4375,0.00077819824,3.171875,0.0020599365,3.78125,0.00031661987,2.15625
"Best coffee spot in Boise! Friendly staff, delicious coffee, and great prices. Way better than any Starbucks and Dutch Bros. They also always give a receipt and ask if you want a vanilla coffee bean on your drink :)",2,0.007171631,4.34375,2.4214387e-07,1.4453125,7.785857e-07,3.21875,1.0,5.0,1.0,5.0,2.386514e-09,1.6015625,7.048584e-12,2.84375
"We tried Tio last night at around 5:00pm.  We were greeted and seated promptly. The interior of the restaurant was clean, bright and decorated for Halloween.  It took our server a while to make it to our table.  I noticed a couple next to me waiting for a while to get a server to the table.   Once our server arrived, he gave us each a glass of ice water automatically (which I really liked) we ordered right away and it took less than 15 minutes to get our food.  I ordered carnitas enchiladas with traditional enchilada sauce. The meal came with 3 enchiladas and traditional rice and beans. The portion was very generous and the food was delicious.  My daughter ordered the chorizo enchiladas with the mole sauce, which was very flavorful. The server checked back with us when we were nearly done our meal.
The service was a bit slow in the beginning and our server wasn't terribly welcoming or friendly in my opinion. The restaurant was over halfway empty when I was there. I felt as though they were short on help.  When we left we were thanked and it was a pleasant way to end. 
I would certainly go back and I'm happy that Tio is in the area. It is a much needed and refreshing change.",2,1.0,5.0,0.00051116943,4.96875,0.09765625,4.21875,1.0,3.265625,8.412826e-12,3.953125,0.765625,4.84375,0.99609375,3.984375
"Currently sitting at bar for brunch.  Sitting for about 10 minutes before being SLID (literally) a menu across the bar without any introduction. The bartender actually wasn't even engaged with me, she did this in mid conversation with the folks next me me. No hello how are you my name is.... I ordered a cinder punch with bananas fosters French toast with candied bacon. 
My food came before my drink. I waited for about 5-7 more minutes (food now cold at this point) to receive my drink (which was not great). It was just sat down without a straw so I asked for one but before I could ask the bartender had quickly gone to ""help"" the people next to me. When asking for the straw I felt as if i was a bother-like I was Interrupting her good conversation. 
Not ok
I understand folks are short staffed, but when I look around and see staff engaging more with a certain kind of customer that becomes a problem!
I keep giving this place a chance and I do not know why. I won't be back here, no matter how good the French toast is! Not worth the shotty service!",0,0.4296875,3.90625,2.2311042e-12,4.0,0.07763672,1.265625,1.0,1.0,1.1581847e-12,4.5,0.020141602,3.328125,0.84765625,2.96875
"DO NOT ORDER DELIVERY! 
Two hours, it's been two hours, no one pick up the phone, no one deliver, the driver never answer the phone. Cannot be canceled. Absolutely a trash business!!",0,3.1086245e-13,4.53125,2.7888802e-13,4.5625,1.1234079e-08,1.2265625,1.0,1.0,3.0375702e-13,4.625,2.4158453e-13,4.53125,1.0,1.0078125
"Tuesday April 24, couldn't ask for better service . Great happy hour menu, good food, good drinks and awesome bartenders.",2,1.0,3.921875,2.3625546e-13,4.3125,9.417534e-06,3.859375,1.0,5.0,5.933032e-13,4.21875,1.0,4.9375,1.9930303e-07,4.78125
"The service is awful! We didn't wait long to be seated, but we waited an hour for our meal! The fried green tomato was delicious, but our waiter checked on us only once, after we finished eating to refill our drinks (mind you they had been empty for at least a half hour). They're also lacking in portions, we each only got like five fries as our side...where were the rest?",0,1.0,4.0,1.5454305e-13,4.5625,2.240995e-09,1.2890625,1.0,1.0,3.8014036e-13,4.46875,0.5703125,2.96875,1.0,1.953125
"Fun vibe! The decor, food and wine are wonderful! My server was very knowledgable and attentive! Great place for dinner, drinks, espresso and especially gelato! Very delicious! Owner even stopped by my table!",2,1.0,5.0,6.82121e-13,3.484375,0.26953125,5.0,1.0,5.0,2.4158453e-13,4.40625,0.0041503906,3.890625,1.0629719e-11,1.7890625
We went to the Franklin location last night for dinner. It was an amazing meal! Melanie was our waitress. Ask for her! She is fabulous and makes sure every detail of your meal is perfect!,2,0.005340576,4.96875,0.012634277,3.515625,7.741619e-09,1.6484375,1.0,5.0,2.2115643e-13,4.46875,3.6060044e-13,3.875,1.512035e-11,1.640625
"Every time I try a new place it only leads me back to the pad Thai house! Amazing food, service, and staff. The pad Thai is my favorite!",2,1.0,5.0,1.3571366e-12,3.09375,4.773028e-09,1.8984375,1.0,5.0,2.6467717e-13,4.5,0.5546875,4.90625,1.1013412e-12,3.015625
"My husband and I were first timers at The Mill in Tampa for brunch. We were greeted by a young man host, he was so welcoming and as soon as he knew we were first timers just made us so welcome. We were seated immediately. Our waiter was the bartender which was ok with us, friendly and got our order in right away. I had the Fluffler Nutter French Toast and my husband had the Sausage & Waffle Benny. I have to tell you my french toast and peanut butter syrup were AMAZING!!!, best I've ever had. My hubbies corn waffles, poached eggs (perfect runny), fried green  tomatoes and sausage patties were perfect. We will be back!!!",2,1.0,5.0,8.419156e-07,1.3671875,0.014587402,4.25,1.0,5.0,2.9132252e-13,4.21875,0.94921875,5.0,0.4453125,4.75
"Here a hair, there a hair, everywhere...you get the idea. Let me start off by saying that my family has patronized this restaurant since it opened several years ago. We have watched it transform from an above average buffet, crowded for lunch and dinner, to a place where we simply cannot even eat at any longer. On most days it's a ghost town inside, a sprinkling of people here and there. The food used to be pretty good, not anymore. The items on the buffet are tasteless, lukewarm and very rarely restocked. The sushi tastes as though it has been refrigerated / frozen and then put out. I'm not writing this review out of any manner of malice, we loved this place and are probably in a minority as to being customers that have stayed here since it opened. Recently my wife and I stopped there for lunch. There was about 10 people in the entire restaurant, and this was in the middle of lunchtime. After having a cup of what was supposedly Hot & Sour soup, which neither looked like or tasted like HS soup, I went to get a piece of Salmon. Upon returning to my seat and starting to eat, I suddenly noticed a very straight black hair in the piece of flounder. It was on the underside of the flounder, so I'm certain it was there from when it was brought out from the kitchen. DISGUSTING!!. Shortly after this my wife brought back a plate of crab bake, and what was in it, another hair, identical to the one on my plate. At this point we were nearly nauseous. I suggested to my wife that she get her dessert and we would go, which she did. Upon returning to the table I couldn't believe what I saw as she sat down, ANOTHER HAIR ON HER PLATE OF PUDDING AND WATERMELON!
I can tolerate a lot of things, but hair in my food isn't one of them. 
I brought this to the attention of the owners, who simply shrugged it off. I very politely asked for some manner of refund or credit, being that we literally didn't eat after seeing all the hair and he shrugged his shoulders and said no. Now we have dumped a lot of money into this place over the past couple of years, for lunch and dinner. We took our children there, along with their families and friends, and I couldn't believe they wouldn't offer us at least a partial credit for a spoiled lunch. I looked the owner in the eyes, and asked him, ""is the $15 more important to you then our continued patronage?"". Again, he shrugged it off, only this time with a smirk. 

Believe me when I tell you, AVOID THIS PLACE. The food is horrible, there is next to nothing on the hibachi grill and on many occasions there isn't even anyone there to cook it. It isn't unusual to see the owner come running over to the grill himself when people have been standing there for an extended time holding their plate. 
The bathroom doors are kept open, and the bathrooms absolutely reek!, the floors are slimy, and there is no AC in the rest rooms. 
The cleanliness is way below acceptable. The carpets are filthy and stained, the tables less than clean, and apparently they never replace burnt out light bulbs.
PLEASE REALIZE, WE USED TO LIKE THIS PLACE, BUT IT ISN'T ANYWHERE CLOSE TO WHAT IT USED TO BE. WE WERE HOPING THAT THEY WOULD TURN THINGS AROUND BUT INSTEAD IT'S SLIDING DOWNHILL RAPIDLY. MY GUESS IS THAT THEY ARE IN SERIOUS FINANCIAL STRAITS. HOPEFULLY IT WILL CLOSE DOWN SOON AND / OR REOPEN WITH CARING OWNERS WHO SERVE FOOD SANS HAIR!!
We pass three other buffets to get to this one. We had gotten to know the owners on a first name basis, and at one time looked forward to going there. We kept hoping that it would improve but it hasn't. If you are in the mood for a Chinese buffet, go to the one next to Wal-Mart, or one of the other Supreme buffets. There is one on Cottman Avenue and one on Grant ave. We have been to the one on Cottman, they offer much more on the buffet and the food is hot and well stocked. Guess where we are going from now on. 
It's a shame, this place appears to be going under, and it is bordering on disgusting at this point. SO UNLESS YOU LIKE SOME ROUGHAGE IN THE FORM OF HUMAN (HOPEFULLY) HAIR IN YOUR GENERAL TSO'S STAY CLEAR OF THIS PLACE. 
I have no problem whatsoever putting my contact info on this review. Unlike a lot of the reviews you see for this place that suddenly sing its praises, mine is genuine.",0,0.82421875,2.9375,0.8125,2.90625,0.03149414,2.953125,0.7109375,2.9375,0.81640625,2.890625,0.79296875,2.9375,0.7578125,2.921875
"Fast delivery and the food was packaged neatly. I ordered the Boneless Soy Garlic Chicken and it was delicious. The batter was thin and crispy fried to perfection. The sauce wasn't overwhelming, it coated every piece nicely and wasn't oily at all. The pickled radish was a great addition to the meal as it also cleansed the palate. I was glad that they also have Bubble Tea on the menu. Now I can order my favorite cravings in one place. I no longer need to go to Philadelphia to get Korean Fried Chicken.",2,1.0,5.0,2.2817403e-07,1.65625,3.2887328e-09,2.109375,2.413988e-06,4.875,9.237056e-13,4.5,1.0,5.0,0.99609375,5.03125
"This is a large open air restaurant in John's Pass that is (as the name implies) shaped like a large straw hut. The location and decor are okay. They even have some outdoor seating to get views of the water. However, the food was unfortunately below average. Though the prices are not bad, you can tell that their food is not fresh and mostly frozen stuff.

Their entrees come with these fried potato chips that appear to be made in bulk by the staff. They were all hard, stale and half of them were cold so I assume on the following days they reuse what is not sold. The tacos they served were also bland and flavorless. This is a definitely place that tries to make their money just off of selling lots of drinks.",0,1.0,1.0,0.6484375,3.96875,0.31054688,3.15625,8.276402e-11,1.765625,1.0,3.984375,0.9140625,1.8046875,1.7229468e-08,1.140625
"I love Reading Terminal!
There is a small wine shop where I like to get wine.
There is an Amish restaurant called Smuckers where you should DEFINITELY get their Roast pork sandwich OMNOMNOM
There are also many places to get produce!",2,1.0,5.0,0.0067443848,5.0,0.00017547607,3.390625,1.1723955e-12,4.09375,6.430412e-13,4.40625,0.9453125,4.90625,4.5169145e-08,1.3984375
"First time visiting this restaurant. Service was great, Collin took care of us. He explained the menu to us since we had never been there and gave us a couple of suggestions for first time visitors, I'm glad I ordered what he suggested. Steak was phenomenal and the ambiance is perfect. 2 managers even came over to check on us which made me feel like we were really being looked after. This is on the higher end of pricing but it's worth it for a good steak. This is a perfect place for a date night",2,1.0,5.0,1.4551915e-10,3.25,0.88671875,5.0,1.0,5.0,1.0,3.4375,0.48046875,4.21875,1.6763806e-08,2.5
"If you want crispy, chewy, wood stove pizza with fresh, imaginative toppings, then this is the place for you!  I've tried ALL of their white pizzas!  The Carbonara and Lemon are the best!!!!  But don't let the pizza distract you from their beautiful salads with fresh local ingredients.  Wash it all down with a pitcher of root beer or BYOB!

For two diners you can easily share a salad and a pizza and be well satisfied!",2,1.0,5.0,1.7053026e-13,4.28125,8.3073974e-07,3.171875,3.8369308e-13,4.40625,0.0069274902,4.6875,1.0,5.0,2.228262e-11,2.0625
"We have heard by many people to try this place out & man were we disappointed. The food wasn't very good, the service was horrible, our drinks were empty 90% of the meal. We don't drink so maybe if your drunk the food tastes better?! Who knows! We won't be returning.",0,1.0,1.0,1.6697754e-13,4.53125,2.719462e-07,1.125,1.0,1.0,3.5171865e-13,4.59375,5.066395e-07,1.015625,0.0010681152,1.8671875
"Visited a few days ago for lunch.... Great Ramen,, taste was great. I was told by staff that they are trying a new broth recipe... It was good before, now is great...",2,1.0,5.0,1.7053026e-13,4.28125,2.8056093e-08,1.4296875,0.07128906,4.21875,2.1849189e-13,4.4375,0.765625,4.9375,2.910383e-10,1.3984375
The food is bland the service is poor forgot half my order and it was not busy don't understand.,1,1.0,1.0,1.9184654e-13,4.4375,2.1174174e-12,3.0625,1.0,1.0,2.6822988e-13,4.46875,5.638867e-11,1.578125,0.012939453,1.9765625
Going to the movies and needed something to eat. Got 4 stars on Yelp. Cheesesteak with a toasted roll and french fries. Nothing to complain about. Lots of meat and crispy fries. Next time I will try their wings.,2,1.0,4.90625,3.3395509e-12,2.46875,7.858034e-09,1.453125,2.5579538e-11,3.234375,4.0145665e-13,4.03125,0.35351562,4.03125,1.0841177e-09,2.796875
We put in an online order and were given a pick up time of noon. 25 min turnaround. No problem. It's a busy time of year. Tourists and all. But we didn't get our food until 12:30. Thanks for the offer of free peach cobbler but I'd rather I not sit in the parking lot for an hour waiting on a to go order.,0,2.1191227e-10,3.1875,1.839362e-08,1.78125,0.00023078918,1.09375,1.0,2.109375,1.4921397e-12,4.625,6.785683e-13,4.0625,1.0,1.9453125
"Went for lunch not expecting much.  I'd say as a lunch option for sushi, zero complaints.  My colleague and I both ordered fairly simple.  Lunch specials with sashimi.  I'm not sure if Sashimi is a great indicator or not so much, but I'll say all three sashimi fish I ordered were just right.  Nice presentation, decent miso soup and salad.  Sushi lunch! Right on causeway! I'll take it!! Will be back!",2,1.0,4.96875,1.0,5.0,0.00012874603,3.328125,4.1909516e-09,4.1875,1.19325705e-08,4.0625,0.66015625,4.21875,2.165325e-08,3.640625
"Came for Sunday brunch with family, two of whom were guests at the hotel. Most of us made the mistake of ordering off the menu instead of getting the buffet. It took 45 minutes for our orders to arrive, and a table next to us had been waiting even longer. They were so mad they left because our food came out before theirs. The manager studiously ignored us, instead spending her time pointing at tables the busboys needed to bus, as if they couldn't see for themselves. When
we finally flagged her down she offered a 20% discount. Only later, after the other table had walked out, did she decide to comp the 8 non buffet meals. The dining room was not busy or full at all; they must have been really short staffed in the kitchen and the front of the house had no idea how to handle it. When the food finally did come, some of it was good (French toast; huevos rancheros; healthy start omelet) some was not.",0,1.0,3.078125,3.7252903e-09,4.5,0.072753906,2.1875,1.0,1.3203125,0.78515625,4.9375,0.75,3.359375,1.0,1.046875
The slowest drive-thru ever! Definitely need to work on efficiency here. It is easier to drive to Paoli than wait in this line.,0,3.6060044e-13,4.5,4.1127205e-06,3.203125,1.8812716e-07,1.1015625,0.9921875,1.015625,2.9132252e-13,4.59375,2.6645353e-13,4.46875,1.0,1.0
"Went to brunch here with two other people. Within about 20 minutes after brunch we all felt gross. Not food poisoning or anything, but the amount of grease they use cooking their eggs is classic diner status. Was expecting a bit more considering the price and location. The brunch was bad enough where not of us finished our meals and won't be returning to see if Krazy can put together a decent dinner.",0,1.0,1.078125,0.055419922,3.46875,3.5390258e-07,1.15625,1.7507773e-11,2.65625,0.984375,2.984375,0.328125,1.5546875,0.00032424927,4.0625
"I was just looking for a quick bite to eat before I got on the road and was pleasantly surprised by this little treat. Leon is hilarious and makes the dining experience enjoyable. My cheeseburger was cooked to perfection. I got hash browns and they were yummy! My son said his veggie omelette was delicious. Our waiter even slipped me a taste of chocolate freeze because he had made a little too much. Better than a Wendy's frosty. 
I will definitely be back when I'm in New Orleans.",2,1.0,5.0,0.0063171387,4.375,0.043945312,4.96875,1.0,5.0,5.1443294e-12,4.0625,0.87890625,4.59375,0.004058838,4.75
"OK, after reading the rave reviews I had to try Toto's.  Just moved into Mt Airy and could walk to the restaurant, but this particular evening we were feeling a bit lazy so we ordered delivery.  Lady on the phone who took the order was super nice, delivery fast, delivery guy friendly, steak hoagie tasty, and pizza.... AWFUL.  I don't know if they were just having an off night over at Toto's, but it had to be the worst pizza of recent memory.  It was a Frankenpizza. Hardly any cheese to be found on the pie, it was basically a dried-up square of bread with a teaspoon of sauce flattened over the entire surface. Seriously.  We just picked off the toppings and ate them as appetizers before sharing the hoagie.  Pizza was bad but the hoagie was awesome, so overall it was a yay-boo.  Will probably give them another chance, but will probably stick to the subs or pasta.",0,1.0,2.5,0.018554688,5.0,5.096197e-06,3.140625,1.0,5.0,1.6825652e-10,3.53125,0.41015625,3.46875,0.984375,4.9375
"This little bakery has been one of my favorites for the past few years. Whenever I need a specialty cookie or treat, we swing by. They have this KitKat cookie bar that is cold and crunchy and chocolatey and caramely. Yuuumm. It's my favorite thing to get. 

The space is small, but most people get stuff to go. They also have ice cream and do the most amazing custom cakes. Sometimes I just stand and look at the owner's look book. It's truly amazing. 

Today we went for National Ice Cream Sandwich Day. ""Hungry"" got M&M cookies and cake batter ice cream, I got a toasted coconut macaron sandwich and we brought the old man chocolate chip cookies with salted caramel ice cream. My 4 year old devoured the whole thing (while making a giant mess. Praise be outdoor eating) Hers was too sweet for my taste, but it is definitely kid approved. My macaron was perfect. Small but packed with flavor. It had toasted coconut on top too. Hubs loved his and licked the to go box. :) 

We love patronizing tiny local gems!",2,1.0,5.0,2.3961067e-05,4.28125,0.51171875,3.96875,6.183982e-07,4.84375,2.1191227e-10,3.859375,0.8515625,4.96875,7.18981e-07,3.6875
"Walked in while we were in the area on Wednesday, we're invited to take a tour and I'm glad we did! For $11pp it was really informative and gave us an appreciation for the work they did there. Plus we got tastings included at the end of the tour.
Our guide Kolby (not sure on spelling) was awesome, knew the answers to all the questions, had a sense of humor and seemed to love his job.
We'll definitely recommend this stop to anyone looking for something to do, and if you like whiskey, you'll love it.",2,2.6673079e-06,2.734375,1.9073486e-06,1.609375,1.3911631e-08,2.453125,1.0,5.0,0.99609375,5.0,4.9169557e-12,2.90625,2.9984903e-12,2.453125
"Another dive bar, located on the north end of the gaming corridor, just outside UNR territory.  I think there's karaoke and other events going on at times, and haven't tried out any of the food yet, but it's a classic little place.  Open 24 hours too!",2,1.3287149e-12,3.234375,0.88671875,3.71875,0.051513672,3.375,7.780443e-13,4.15625,7.3896445e-13,4.46875,1.4551915e-11,1.796875,0.056884766,5.0
I decided to stop in after shopping. Ordered a Caprese Panini to take home. Delicious! Can't wait to try more on the menu.,2,1.0,5.0,1.09896064e-07,2.015625,2.226443e-09,1.5,2.728484e-10,3.125,2.842171e-13,4.5,0.9140625,4.96875,2.0605512e-08,2.125
"I have been to Hopcat a few times and every time I leave happy and full! They have a great selection of beer and a full bar, but I go back for the food. The killer Mac and cheese is delicious. You can add whatever protein or veggie you want. It is delicious! I have had other sandwiches and it has all been equally delicious. The crack fries are beer battered with fresh cracked pepper on top. Yumm! 

The service is always super attentive and friendly. The atmosphere is lively but not too loud. And most importantly it is very clean! We left the restaurant around 11pm and we weren't out of the bar before they were already cleaning our table. I highly recommend this spot to anyone who hasn't tried it! It is a great spot for a casual drink with friends, a good lunch, or a group dinner! All around great experience.",2,1.0,5.0,3.274181e-11,2.796875,1.0,5.0,1.0,5.0,8.4199314e-13,3.53125,0.9765625,4.75,0.00013542175,3.90625
"Visiting from out of town and wanted to try a Mexican restaurant. Let me start off by saying this is nothing more an overpriced Taco Bell. The service is slow, the food prep is extremely slow.  They offer your first chips and salsa for free and anything after that is a charge. Ok sure, you don't want customers to fill up on chips and salsa.  Guacamole is $12 and has no taste. Store bought guac is much better. Was missing the garlic or salt taste you normally get with guacamole. 

The menu is very limited and extremely non-descriptive. Lastly, does not have traditional Mexican entrees to choose from. No tacos, no fajitas, no burritos, you can order a quesadilla as an appetizer but it's over 20 bucks. 

I had a hard time finding an entree and almost decided to not get anything. The waitress didn't grasp the idea that I was looking for traditional Mexican food.  I finally was able to figure out an entree which again took over 45 minutes to arrive and managers were noncommittal that the food prep took a long time. I observed other tables were getting upset and one table of six or more left. My entree was only 6 shrimp smothered in cheese.  Ridiculous! After I complained the waitress said she could bring me rice and beans but for an up charge! I said never mind take the plate back. Her manager came over and said no worries we won't do a $6 up charge for beans and rice on top of a $28 entree charge for Six shrimp smothered in melted cheese. 

Dessert has two choices. Churros for $10 or Ice Cream for $12 and they put caramel on top. Two choices for dessert is a disgrace and shouts out terrible menu skills. 

The atmosphere and restaurant interior decoration is nice built what appears to be an old warehouse and they left the industrial look which gives it a nice look. 

Overall, not a great experience at all and should be avoided.  If you are looking for good Mexican food, here is not the place to go.",0,1.0,4.84375,1.0,4.8125,0.73828125,3.46875,1.0,4.8125,1.0,4.8125,1.0,4.84375,1.0,4.84375
"This is a great place to go after a night of drinking on Music Row. The pizza is fresh, the staff is friendly, and the people in line are always interesting and pleasant.",2,0.99609375,4.03125,0.27539062,4.96875,0.07373047,4.75,1.0,5.0,3.410605e-13,4.40625,0.010375977,2.671875,6.330083e-10,1.9296875
"Love this restaurant. Part of Hotel Kimpton. Service is always friendly, has a varied menu and bar, and is conveniently located just off State Street. Always reliable and a great place to eat In my humble opinion.",2,2.5629997e-06,3.328125,1.0,5.0,1.244247e-06,2.90625,1.0,5.0,2.6822988e-13,4.4375,0.99609375,4.53125,8.8402885e-10,2.109375
"Great Dessert!!!!Salted Carmelllll!!!!Everything was delicious. Fun tables, with games to pass time! Jenga, connect four, I even found a yo-yo. Very cool place for little kids. Small tables with a wall they can write on. Check it out. Friendly service! And open Sunday!!!!",2,0.99609375,5.0,8.903444e-07,4.53125,0.98046875,5.0,1.0,5.0,6.6791017e-13,4.46875,0.092285156,3.1875,3.837049e-07,3.828125
"Went here for lunch while I was at a boring continuing legal education seminar. Ram
is the perfect place to drink at lunch. The 24 ounce beers were basically free ($5.00). The Ram basically paid us to drink the beer. 

Frozen mugs. Delicious beer. Wife and I had the blond and wheat beers. Delicious. 

The wife ordered ribs and called them ""really nice."" I ordered the notorious PIG. My only problem with it was that it was so massive as to be difficult to eat. I was forced to cut into pieces.

The server was a very nice young man.  Attentive and prompt.",2,1.0,4.09375,8.866191e-07,2.28125,0.004058838,4.53125,1.0,5.0,1.0,5.0,0.99609375,3.921875,0.13671875,4.84375
"The stopped by here for dinner before a chill night out. The food was delicious and you're able to do beer flights here, and I always love anything flights! It's a great venue in a great part of town.",2,1.0,5.0,1.0,5.0,0.0062561035,4.03125,2.941647e-12,3.5625,3.872458e-13,4.4375,0.004180908,3.40625,4.7293724e-10,1.421875
"I love love love Demos'. Judging by appearances, you'd think their prices would be more expensive, but I've never had a meal here for more than $15 (drink included). Their bread is to die for and their weekday lunch specials are a bargain! Now if only parking was easier downtown...",2,1.0,4.96875,1.0,2.953125,6.4969063e-06,3.25,3.126388e-12,4.03125,1.0,5.0,0.28515625,4.0625,2.1259439e-11,2.484375
"I would have given this place 4 stars based on the food, but I am removing a star for service.  We were never given bread and butter. The waitress never asked what temperature I wanted my steak and duck. I overheard her asking other tables around me and they were given bread. To add to the bad experience, the food came out extremely slow. The wait staff wasn't observant. We had to ask for water refills each time we needed it. Overall, the staff was nice but just need to be more attentive and the kitchen needs to fire the food quicker. I think it could have been since they had a large private party that day 

I was celebrating my mom 's birthday and was disappointed. However, the scallops, quail,, wagyu steak,  and desserts were very good.  Avoid the Hawaiian ono. It was BLAND! 

I would come back to give it another try.  I highly recommend the duck and wagyu. YuM!",1,1.0,4.34375,1.3500312e-13,4.5625,3.678724e-08,3.03125,1.0,1.875,3.499423e-13,4.53125,0.72265625,4.46875,1.0,1.8359375
"Worst I have ever been too. I purchased at least one Starbucks a day at various locations. This is by far the weakest. Employees tend to lean on the rude side, service is very slow and forget doing a mobile order. They apparently loose them half the time. If the manager is reading this, which I doubt, maybe it's time to close the store again but this time loose the diversity training and focus on doing what you are in business to do. Provide service that matches a $4 cup of coffee. Last I checked McDonalds was across the street for $1.",0,9.685755e-08,1.0703125,6.482005e-07,1.5078125,0.203125,1.015625,1.0,1.0,0.32226562,4.90625,6.714629e-13,3.96875,0.98828125,1.375
"A surprisingly slow afternoon on Mother's Day. 

We had a group of 8 and were one of the few seated. The property is huge and seems like a great place to hang out at night. 

Prices were very reasonable and you could add the salad bar for only three bucks. It wasn't anything to write home about, but was sufficient. 

The food took a very long time to come out, and when it did, it was barely room temperature. I had the shirt rib sandwich, which would have been even better if it were warm. The Mac and cheese was good.

Some hot food would boost this visit another star. Unfortunately as slow as it was, I know the kitchen wasn't backed up.",1,1.0,2.625,0.008911133,4.25,0.22753906,4.15625,0.1875,2.234375,1.0,5.0,0.703125,2.9375,1.0,1.0625
"Innovative dishes like the tasteful row of nachos topped with lump crab meat, roasted jalapeño, homemade salsa, and cream cheese.  A full menu of equally innovative choices make Goat something not to miss. 

There is a rotating selection of craft brews and a list of creative cocktails (Sherman Takes Atlanta looks fun) make Goat a great choice for dinner or a cocktail.

The decor is hip rustic with a touch of Pottery Barn -- all of which accentuates the knowledgable wait staff who take pride in the preparation and their knowledge of the dishes.",2,1.0,5.0,9.947598e-13,2.640625,0.88671875,5.0,0.9921875,5.0,3.0198066e-13,4.4375,1.0,5.0,6.963319e-13,2.953125
"Worst attempt at Mexican food ever. For starters, they couldn't make a margarita with a call brand because they are pre-mixed. The tortilla chips that came to the table were stale and obviously old. I ordered the Patron Plato, which consisted of obviously microwaved enchiladas, the worst Chile Relleno I have ever tasted, a mediocre taco, and a soggy, sagging tostada. The cheese on the enchiladas was not even fully melted, and it was apparent that they were frozen because the entire plate had water on it which had soaked into the tostada shell. My wife ordered a chimichanga, which was raw in the middle. The dough was not even cooked. We figured we would cut our losses and get some sopapillas for dessert since the main course was inedible, but they were out of sopapillas. That was a real shock. They should consider changing their name to El Plato de Mierda. I would not feed this swill to my dogs..",0,1.0,1.0,1.7053026e-13,4.5625,0.00092697144,1.0390625,5.811453e-07,1.8671875,4.3485215e-12,4.5,0.18457031,1.171875,8.090865e-09,2.4375
"restaurant with a very bad service, I have to advance with some people to wait for later, but the waiter gave them to the table before me.",0,4.2099657e-13,4.5,2.753353e-13,4.3125,8.201599e-05,1.0390625,1.0,1.0,3.1086245e-13,4.5,2.6467717e-13,4.53125,0.93359375,1.2421875
"Chose them for our wedding cake, but they recommended food for the day of the wedding which helped me out so so much.  Then, I sent over party favors and they stuffed them with the pralines.  110% recommend them to anyone.  They made a stressful time not so stressful.  Truly grateful.",2,3.594905e-07,4.78125,2.2470914e-13,4.625,3.3651304e-10,3.609375,1.0,5.0,5.3645977e-13,4.71875,3.6379788e-10,1.8125,3.434252e-09,4.21875
"Nice place to go for a pint.  I usually get the pub sampler when I am with friends, always a solid choice.  This time I got some soup instead and then later the Shepherd's Pie.  I was very impressed, completely filled.  The Guinness is done right and they have some decent Scotch there too.  I love the décor.  When I was in Dublin I loved places like this.  It brings me back to a happy place; the wife and I  visit here a few times a year.  It's always a treat.",2,1.0,4.25,2.2053719e-05,3.953125,0.578125,5.0,9.3677954e-11,3.984375,2.1174174e-12,4.125,0.98828125,4.0,3.8926373e-10,1.390625
"Four stars for food, 2 stars for service.

I very much enjoyed my hummus and short ribs, and my table also really liked their food. However, the service was terrible. We attending for Dining Under the Stars, and granted, arrived at 15 minutes before closing (7:45 pm), so perhaps this was why our server was not interested in serving us. However, it took awhile to be greeted, and she did not greet us warmly or offer to help us with the menu. I had to go out of my way to ask her about the special, and we could see her glaring at us from inside as we were finishing up. I'm sure the service is better if you arrive earlier, but I will not return for these reasons.",1,1.0,5.0,3.0966476e-08,3.5625,1.4826655e-06,3.484375,1.0,1.0078125,2.3270275e-13,4.34375,0.012145996,2.390625,0.06982422,2.234375
